yes,staple,not_vegan,gluten,sweetener,cuisine,flavor,season,flavoring_sweet,flavoring_fresh,flavoring_wet,flavoring_concentrate,flavoring,flavoring_dry,protein,protein_cheese_sub,protein_milk_sub,protein_meat_sub,protein_bean,veg,veg_leafy,grain,grain_flour,fat_oil,oil,fat,fruit,fruit_berry,meal,salad,salad_green,salad_extra,salad_dressing,salad_dressing_oil,salad_dressing_salt,salad_dressing_pepper,salad_dressing_garlic,salad_dressing_vinegar,method,protein_nut_seed,protein_nut,protein_seed,salad_extra_tomato,salad_extra_olive,salad_extra_cheese,salad_extra_crouton,salad_extra_egg,salad_extra_other,redirect,salad_basic,salad_starter,salad_umbrella,umbrella_that_pairs,useful_umbrella,salad_allium,name,pairs_with,phonetic,flavor,techniques,dishes,volume,tip,possible_substitutes,flavor_affinities,nutritional_profile,calories,season,botanical_relatives,protein,what_they_are,brands,vegan_substitutes,vegan_brands
y,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMATILLOS,"AVOCADOS

basil

bell peppers, e.g., green

chilaquiles

CHILES, e.g., ancho, chipotle, green, guajillo, jalapeño, poblano, serrano

CILANTRO

corn

cucumbers

cumin

eggs and egg dishes, e.g., huevos rancheros

enchiladas

epazote

GARLIC

guacamole

jícama

lettuce, e.g., romaine

LIME, e.g., juice

mangoes

Mexican cuisine

mint

oil, olive

ONIONS, e.g., red, white, yellow

oregano

polenta

posole

pumpkin seeds

quinoa

salad dressings

salads

SALSAS, e.g., green, esp. salsa verde

salt, sea

sauces, e.g., enchilada

scallions

soups, e.g., cold, green gazpacho

Southwestern (U.S.) cuisine

stock, vegetable

tacos

Tex-Mex cuisine

thyme

tomatoes, e.g., cherry

tortillas, e.g., corn

vinegar, e.g., red wine",[toh-mah-TEE-yohz],"Flavor: sour/sweet, with notes of fruits (e.g., lemons, plums), herbs, and green tomatoes","Techniques: grill, puree, raw",,Volume: moderate–loud,Tip: Balance their sourness with salt and sweetness.,,"Flavor Affinities


tomatillos + avocados + lime

tomatillos + avocados + pumpkin seeds

tomatillos + bell peppers + chiles + onions

TOMATILLOS + CHILES (e.g., jalapeños) + CILANTRO + onions

TOMATILLOS + CHILES + CILANTRO + garlic + red onions + vinegar

tomatillos + chiles + cilantro + mango

tomatillos + chiles + corn + lime

tomatillos + chiles + lime + mint

tomatillos + cilantro + garlic + green bell peppers + onions

tomatillos + cilantro + garlic + lime + olive oil

tomatillos + cilantro + lime

tomatillos + jalapeños + lime + onions",Nutritional profile: 66% carbs / 27% fats / 7% protein,"Calories: 20 per ½-cup serving (diced, raw)",Season: spring–summer,"Botanical relatives: bell peppers, chiles, eggplant, gooseberries (which share a similar husk), potatoes, tomatoes",Protein: 1 gram,,,,
y,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TOMATOES, GREEN","bell peppers

cheese, e.g., burrata, feta, Parmesan

chives

corn

cornmeal

dill

eggs, e.g., frittatas

mustard

oil, e.g., olive, vegetable

onions, e.g., red

parsley

pepper, black

salsas

salt, e.g., sea

savory

scallions

soups

tomatoes, fried green",,,"Techniques: fry, grill",,,,,"Flavor Affinities


green tomatoes + burrata cheese + mustard + olive oil",,,,,,,,,
y,y,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,y,y,,,,,,,,,,,,,,,TRAIL MIX and TRAIL BARS,,,,,,,"Tips: Use only unsalted raw nuts and unsweetened organic fruit. If nuts are roasted, opt for dry roasted rather than oil roasted.",,,,,,,,,,,
,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRITICALE,"baked goods, e.g., biscuits, breads

basil

casseroles

cereals, e.g., muesli

chard

cheese, e.g., Parmesan

chives

cilantro

cinnamon

dates

dill

garlic

ginger

greens

mushrooms, e.g., cremini, shiitake

mustard, e.g., Dijon

oil, e.g., nut, olive, sesame, walnut

onions

oregano

pancakes

parsley

peanuts

pepper, black

pilafs

porridges

raisins

sage

salads, grain

scallions

squash, winter, e.g., butternut

stock, vegetable

thyme

vinegar, e.g., balsamic, sherry",[trit-ih-KAY-lee],"Flavor: slightly sweet, with earthy notes of nuts, and a chewy texture","Techniques: pressure-cook, simmer (30-40 minutes), toast",,Volume: moderate–loud,,"Possible substitutes: rye berries, wheat berries","Flavor Affinities


triticale + cilantro + garlic + ginger + peanuts + scallions + sesame oil

triticale + garlic + mushrooms + olive oil + Parmesan cheese + parsley + vinegar",Nutritional profile: 82% carbs / 13% protein / 5% fats,Calories: 325 per ½-cup serving,,"Botanical relatives: barley, corn, rye, spelt, wheat",Protein: 12 grams,,,,
y,,,,,,,,,y,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TRUFFLES, AUSTRALIAN",,,Flavor: umami,,,Volume: moderate–loud,Tip: Use like other black truffles (see below).,,,,,"Season: winter (in Australia, so they’re shipped to North America June–September)",,,What they are: black truffles that have been cultivated in Australia since 1999,,,
y,,,,,,,,,y,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TRUFFLES, BLACK","celery root

cheese, e.g., Castelmagno

chives

cream

EGGS, e.g., scrambled

FRENCH CUISINE

leeks

Madeira

mushrooms, e.g., black, morel, porcini

oil, nut, e.g., pecan, walnut

pastas

potatoes

sauces

soups

stock, vegetable",,"Flavor: aromatic, with earthy notes of cheese, chocolate, mushrooms, and/or smoke",,,Volume: moderate–loud,"Tips: Shave on top of dishes to finish them. Allow truffles to permeate ingredients (e.g., rice) for 24+ hours before serving.",,,,,Season: autumn–winter,,,,,,
y,,,,,,,,,y,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TRUFFLES, PACIFIC NORTHWEST (esp. OREGON)","butter

celery root

cheese, e.g., goat, smoked gouda

eggs

leeks, esp. with black truffles

nuts, esp. hazelnuts

pastas, esp. with white truffles

potatoes, esp. with white truffles

risottos

salads, esp. with white truffles

vegetables, root, esp. with white truffles",,Flavor: aromatic,,,Volume: quieter–louder,,,,,,,Botanical relatives: European truffles,,,,,
y,,,,,,,,,y,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TRUFFLES, WHITE","butter

cheese, e.g., Fontina, Parmesan

eggs, esp. scrambled

fonduta

ITALIAN CUISINE

mushrooms, e.g., porcini

oil, olive

parsley

PASTAS, e.g., fettuccine

polenta

potatoes

rice, e.g., Arborio

RISOTTOS",,"Flavor: aromatic, with earthy notes",,,Volume: moderate–very loud,Tips: Consider storing truffles in a closed jar of rice to capture their aroma and flavor. Do not cook—shave over finished dishes at the last possible moment.,,"Flavor Affinities


white truffles + eggs + fonduta + Fontina cheese + milk

white truffles + Parmesan cheese + potatoes",,,Season: autumn,Botanical relatives: mushrooms,,,,,
,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURKISH CUISINE,"artichokes

beans, e.g., fava, green

bell peppers

bulgur

carrots

cheese, e.g., feta, goat, sheep’s milk, white

chickpeas

chiles and chili pepper flakes

cinnamon

cloves

cucumbers

cumin

dill

EGGPLANT

garlic

grape leaves

honey

lemon

lentils, e.g., red

mint

nutmeg

nuts, e.g., almonds, pistachios, walnuts

oil, olive

olives

onions

oregano, e.g., dried

paprika

parsley

pepper, black

phyllo dough

pistachios

pita bread

pomegranates

rice

rose water

sesame seeds

spinach

sumac

tahini

TOMATOES and tomato paste

walnuts

yogurt

zucchini",,,"Techniques: fry, grill, roast",,,,,"Flavor Affinities


bulgur + mint

dill + garlic + lemon + scallions

dill + yogurt + zucchini

eggplant + garlic + onions + parsley + tomatoes",,,,,,,,,
y,,,,,,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TURMERIC (see also CURRY POWDER, which contains turmeric)","carrots

CAULIFLOWER

chickpeas

chiles

cilantro

cinnamon

cloves

coconut and coconut milk

coriander

cumin

CURRIES, e.g., Indian, Thai (esp. red, yellow)

*CURRY LEAF and CURRY POWDER

dals

eggs, e.g., deviled eggs, egg salads, omelets

fruit, dried, e.g., cranberries, currants, raisins

garlic

ginger

grains, e.g., quinoa

greens, stewed

INDIAN CUISINE

kohlrabi

lemon, e.g., juice

lemongrass

lentils

lime

Middle Eastern cuisines

Moroccan cuisine

mustard and mustard seeds

noodles, e.g., Asian, rice

oil, olive

okra

onions

peanuts

peas

pepper, black

pickles

pistachios

potatoes

raisins

RICE, e.g., basmati, brown

salad dressings

salads, e.g., egg

sauces

scallions

shallots

SOUPS, e.g., carrot, sweet potato

Southeast Asian cuisines

spinach

STEWS

stir-fries

sugar, brown

sweet potatoes

tagines

tamarind

Thai cuisine

tofu

tofu scrambles (for yellow color)

vegetables, esp. root

yogurt",[TER-mer-ic],"Flavor: bitter/sweet, with earthy/pungent notes of ginger, orange, and/or pepper",,,Volume: moderate–loud,"Tip: Used to add its characteristic yellow/orange color to curries, mustard, tofu scrambles, and other foods as much as its flavor.",,"Flavor Affinities


turmeric + basmati rice + dried fruit + garlic + lemon + pistachios + scallions

turmeric + black pepper + lemon juice + olive oil

turmeric + carrots + chickpeas + cinnamon + couscous + saffron + zucchini

turmeric + cilantro + cumin +

garlic + onion + paprika + parsley + pepper

turmeric + coriander + cumin",,,,,,,,,
y,y,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TURNIPS (see also GREENS, TURNIP)","allspice

almonds

anise seeds

apples and apple cider

apricots, dried

basil

bay leaf

bread and bread crumbs, e.g., whole-grain

broccoli and broccoli rabe

butter

cabbage

caraway seeds

CARROTS

celery, celery leaves, and celery root

cheese, e.g., blue, cheddar, Gorgonzola, Gouda, Gruyère, Parmesan

chili pepper flakes

chives

cilantro

cinnamon

citrus, e.g., zest

couscous

cream

curry powder

dill

French cuisine

GARLIC

ghee

ginger

gratins

GREENS, e.g., TURNIP

honey

kale

kohlrabi

leeks

lemon, e.g., juice, zest

lentils

maple syrup

mascarpone

“mashed potatoes”

mirin

miso, e.g., white

mushrooms, e.g., porcini, portobello

mustard, e.g., Dijon, and mustard powder

nutmeg

oil, e.g., grapeseed, nut, olive, sunflower, vegetable, walnut

ONIONS, e.g., green, white, yellow

orange, e.g., juice, zest

PARSLEY

parsnips

pears

peas

pecans

pepper, e.g., black, white

pine nuts

poppy seeds

POTATOES and new potatoes

pumpkin

purees

radishes

rosemary

rutabagas

salads, e.g., grated

salt, e.g., kosher, rock, sea

savory

sesame seeds, e.g., black, white

shiso

SOUPS, e.g., creamy, minestrone, potato, turnip

soy sauce

squash, winter, e.g., acorn, butternut

star anise

stews

stir-fries

stock, vegetable

sugar, e.g., brown

sweet potatoes

tarragon

THYME and lemon thyme

tofu

tomatoes

vegetables, root, esp. roasted

vinaigrette

VINEGAR, e.g., balsamic or white balsamic, red wine, rice, sherry, white wine

walnuts

watercress

wine, e.g., red, sherry

yogurt",,"Flavor: sweet (esp. in autumn/winter), with pungent notes of cabbage, mustard, nuts, and/or pepper","Techniques: bake (at 400°F for about 40 minutes for sliced turnips, and 60–90 minutes for whole), boil (about 10–15 minutes), braise, broil, deep-fry, glaze, grate, mash (esp. with potatoes), pickle, pressure-cook (2–8 minutes), puree, raw, roast, sauté, simmer, steam (5–20 minutes, depending on whether sliced or whole), stew, stir-fry, stuff, tempura-fry",,"Volume: moderate (e.g., younger and/or cooked)–loud (e.g., older and/or raw)",Tips: Peel before using. Cook only until tender; do not overcook.,Possible substitute: Can substitute for rutabagas in many dishes; see also tips for rutabagas.,"Flavor Affinities


turnips + almonds + balsamic vinegar

turnips + basil + black pepper + lemon

turnips + caraway seeds + carrots

turnips + carrots + greens

turnips + carrots + lentils

turnips + carrots + potatoes

turnips + garlic + leeks + rutabagas + thyme

turnips + ginger + orange + rosemary

turnips + greens + lemon + pine nuts

turnips + gratins + Gruyère cheese + thyme

turnips + leeks + miso

turnips + maple syrup + parsley

turnips + mirin + miso + scallions + sesame seeds

turnips + pasta + turnip greens

turnips + potatoes + rutabagas

turnips + potatoes + tarragon + tomatoes",Nutritional profile: 88% carbs / 9% protein / 3% fats,"Calories: 35 per 1-cup serving (cooked, cubed)",Season: autumn–winter,"Botanical relatives: broccoli, Brussels sprouts, cabbage, cauliflower, collard greens, horseradish, kale, kohlrabi, land cress, mustard, radishes, rutabagas, watercress",Protein: 1 gram,What they are: root vegetable,,,
y,y,,,,,,,,,,,y,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMAMI,"aged foods, e.g., cheese

bean pastes, fermented

beer

broccoli

caramelized dishes

carrots, caramelized

cheese, aged, e.g., blue, Gruyère, Parmesan, Roquefort

fermented foods and beverages (e.g., miso, tamari, wine)

grapefruit

grapes

grilled dishes

ketchup

miso

mushrooms, e.g., dried, matsutake, shiitake

nutritional yeast

onions, caramelized

potatoes

ripe foods

roasted dishes

sauerkraut

sea vegetables, e.g., dried, kombu

soybeans, e.g., fermented

soy sauce

stock, mushroom

sweet potatoes

tamari

tea, green

tempeh

tofu

tomatoes and tomato sauce, and sun-dried tomatoes

truffles

umeboshi plums and plum paste

vinegar, e.g., balsamic, sherry, umeboshi

walnuts

wine",,"Flavor: savory, or savory and salty",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UMEBOSHI, UMEBOSHI PASTE (aka PICKLED PLUM PUREE), and UMEBOSHI PLUMS (see also VINEGAR, UMEBOSHI PLUM)","agave nectar

avocado

basil

beans, e.g., kidney

BROCCOLI

cabbage, e.g., napa

cauliflower

celery

chives

cilantro

CORN, e.g., corn on the cob

cucumbers

curries, e.g., Thai

daikon

dips

dressings

frisée

garlic

ginger

grains

greens, e.g., collard

Japanese cuisine

jícama

lemon, e.g., juice

lentils

lettuces, e.g., romaine

lime, e.g., juice

macrobiotic cuisine

marinades

mayonnaise

mirin

mushrooms

mustard, Dijon

noodles, Asian, e.g., soba

nori and NORI ROLLS

oil, e.g., olive, peanut, sesame

parsley

pecans

RICE, e.g., short-grain brown, sushi, white

RICE BALLS

SALAD DRESSINGS, e.g., Caesar, green

SALADS, e.g., Caesar, green

SAUCES

scallions

sesame, e.g., paste, seeds, sauce

SHISO

snow peas

soups

sour cream

spreads

stir-fries

sugar

tamari

tempeh

TOFU, e.g., extra-firm

vegetables, e.g., sautéed

vinegar, rice

walnuts",[oo-meh-BOH-shee],"Flavor: sour/very salty/sweet/umami, with complex fruity notes",,,Volume: moderate–very loud,,,"Flavor Affinities


umeboshi + agave nectar + garlic + mustard + olive oil + salad dressing

umeboshi + broccoli + rice + scallions + tofu

umeboshi + lentils + walnuts

umeboshi + nori + rice + rice vinegar + scallions + walnuts

umeboshi + nori + rice + rice vinegar + shiso

umeboshi + olive oil + parsley + rice + sesame seeds

umeboshi + olive oil + rice vinegar + sugar + tamari",,,,,,,"Brands: Eden Foods, Emperor’s Kitchen (plum paste)",,
y,,,,,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VANILLA,"apples

apricots

BAKED GOODS, e.g., cakes, cookies

bananas

beans, e.g., green

beets

berries, e.g., raspberries, strawberries

beverages, e.g., eggnogs

brandy

butter

cardamom

cheesecake

cherries

chiles

CHOCOLATE

cinnamon, e.g., Ceylon

cloves

coffee

cream

DESSERTS, e.g., custards, *ICE CREAM

eggs

French toast

FRUITS, e.g., poached

ginger

honey

lemon, e.g., juice, zest

maple syrup

milk

nutmeg

nuts, e.g., almonds, cashews

oats and oatmeal

peaches

pears

pepper, black

puddings, e.g., avocado, bread, chia seed, rice

pumpkin

raspberries

rice, e.g., basmati, jasmine

salads, fruit

sauces, e.g., butter, cream, dessert

smoothies

soups, e.g., fruit

spices, other

strawberries

sugar, e.g., brown

teas

tofu

tomatoes

vegetables, sweet, e.g., corn, peas

vodka

wine

yogurt",,"Flavor: bitter/slightly sweet; aromatic, with rich notes of cream and hints of smoke",,,Volume: quiet,,,"Flavor Affinities


vanilla + almond milk + almonds + maple syrup + rice

vanilla + apples + cinnamon

vanilla + apples + lemon

vanilla + chocolate + cinnamon

vanilla + honey + pears + yogurt",,,,,,,,,
y,y,,sometimes,,,,,,,,,,,y,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEGGIE BURGERS,,,,,"Dishes


118 Bristol Sliders: Marinated Portobello Mushrooms, Tomato, Spinach, Garlic Crème Sauce, and Basil Aioli on a Buckwheat Bun

—118 Degrees (California)



Loaded Southwest Vegetarian Burger: Spicy Veggie Burger Patty Home-made with Fresh Vegetables, Certified Gluten-Free Oats and Pumpkin Seeds, served on a Whole-Wheat Roll with Avocado and Pico de Gallo

—Canyon Ranch (Lenox, MA)



Homemade Southwestern Black Bean and Roasted Sweet Potato Burger on Toasted Bun with Guacamole and Salsa

—Garden Café (Woodstock, NY)



Green Lentil and Butternut Squash Burger: Pumpkin Seed-Crusted Vegetable Burger Made with Green Lentils, Butternut Squash, Quinoa, Green Cabbage, Caramelized Onion, Carrot, and Spices

—Great Sage (Clarksville, MD)



Mana Slider: Brown Rice and Mushroom Burger, with Spicy Mayo

—Mana Food Bar (Chicago)



Millet and Quinoa Burger with Orange Slices, Cilantro, Fried Shallots, Mint Pesto, and Beet-Root Chips

—Plum Bistro (Seattle)



Oven Broiled Lentil Burger with Tomatoes, Charred Beet Leaves, Fried Shallots, Dill Aioli, and Yam Chips

—Plum Bistro (Seattle)



Fresh Herb Grilled Seitan Steak Burger with Charred Beet Leaves, Shaved Carrots, Fried Shallots, and Winter Squash Chips

—Plum Bistro (Seattle)



Buffalo Portobello Burger: Deep Fried Panko-Coated Portobello, Dipped in Buffalo Hot Sauce, with Vegan Ranch, Grilled Onions, Cucumber, Mixed Greens, and French Fries

—Plum Bistro (Seattle)



House-Made Beet Burger, Fresh-baked Rosemary Focaccia Bun, Carrot Aioli, Arugula, Red Onions and Tomato Confit, with or without Cashew Cheese

—Portobello (Portland, OR)



Root Burger: House-made Black Bean and Quinoa Burger with Boston Lettuce, Tomato, Crispy Onions, and Garlic Aioli, served with side of Dressed Greens or Herbed Fries

—Root (Allston, MA)",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VERJUS,"apples

arugula

beets

cheese, e.g., Parmesan

desserts

drinks, e.g., cocktails

French cuisine

fruit

grapes

greens, salad

herbs

icy desserts, e.g., granitas, sorbets, esp. fruit-flavored

kiwi

lettuces, butter

marinades

mustards

oil, e.g., olive

peaches

pears

salad dressings

salads, e.g., fruit, green

sauces

soups, e.g., fruit, gazpacho

stews

thyme",[vair-ZHOO],"Flavor: sour/sweet, often with notes of fruit",,,"Volume: varies, from quiet to moderate-loud","Tips: Substitute white verjus for citrus (e.g., lemon, lime) and red verjus for red wine vinegar when looking to add a quieter acid to a dish or when looking to pair the dish with wine (as it’s more wine-friendly than vinegar). In general, opt for white verjus with quieter or lighter ingredients, and earthy red verjus with louder or darker ingredients. Look for verjus from American wineries coast to coast, e.g., Navarro (CA) to Wölffer Estate (NY), as well as the French producer Roland.",,"Flavor Affinities


verjus + apples + grapes

verjus + arugula + olive oil + Parmesan cheese

verjus + beets + olive oil + thyme

verjus + garlic + olive oil + shallots

verjus + pears + salad greens",,,,,,,,,
,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VIETNAMESE CUISINE,"bananas

basil, Thai

chiles

cilantro

coconut milk

cucumbers

curry powder and curry spices

dill

garlic

ginger

lemon

lemongrass

lettuce

lime

milk, e.g., sweetened condensed (e.g., in coffee)

mint

noodles, e.g., rice

peanuts

raw dishes

rice, e.g., jasmine

rolls, e.g., spring, summer

salads, e.g., rice noodle

scallions

shallots

spring rolls

sprouts, bean

star anise

sugar

summer rolls

tapioca, pearl

vinegar, rice",,,,,,,,"Flavor Affinities


cabbage + cashews + rice noodles + salad greens + tofu",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VINEGAR, BANYULS","barley

beans

cheese, e.g., blue, goat

chickpeas

French cuisine, esp. Provençal

greens, salad, e.g., frisée

lentils, e.g., black, French, green

marinades

oil, e.g., hazelnut, olive, walnut

ragoûts

salad dressings, e.g., vinaigrettes

salads, e.g., frisée, green

salt, sea

sauces

walnuts",,"Flavor: sour/sweet, with complex notes of berries, ginger, honey, nuts (almonds, walnuts), plums, and/or vanilla, and a rich texture",,"Dishes


Sorbello Farms Organic Field Greens with Banyuls Vinaigrette

—Picholine (New York City)",Volume: quiet–moderate,,"Possible substitutes: red wine vinegar (e.g., in deglazing), sherry vinegar",,,,,,,,,,
,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VINEGAR, BEER","cheese, esp. soft, e.g., burrata

oil, e.g., olive

salads

vegetables

watercress",,"Flavor: sour, with notes of malt",,,Volume: moderate–loud,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VINEGAR, CHAMPAGNE","berries, e.g., raspberries, strawberries

citrus, e.g., grapefruit, lemon, lime, orange, tangerine; juice, zest

fruit, esp. berries, citrus, and stone fruit

greens, salad, esp. lighter

herbs, e.g., lemon thyme

honey

lettuces, e.g., butter

oil, e.g., nut, olive, truffle

orange, e.g., juice, zest

salad dressings

salads, e.g., fruit,“quieter”

sauces

vegetables, “quieter”",,"Flavor: sour, with crisp notes of grapes, and light-bodied",,,Volume: quiet–moderate (and one of the quietest vinegars available),"Tip: As one of the most delicate vinegars, it is mild enough to be used without oil as a salad dressing.","Possible substitutes: cider vinegar, rice vinegar, white wine vinegar (although none are as quiet)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VINEGAR, COCONUT","curries

Filipino cuisine

rice

Southeast Asian cuisines

stir-fries",,"Flavor: sour, with notes of yeast",,,Volume: moderate–loud,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VINEGAR, QUINCE","apples

artichokes, Jerusalem

baked goods, e.g., pastries

berries, e.g., strawberries

cabbage, e.g., braised

celery root

cheese, e.g., hard

chestnuts

citrus, e.g., orange

fruit, fresh

melon

oil, e.g., olive, pine nut, pistachio

onions

pears

pineapple

pine nuts

pistachios

pumpkins

quince

salads, e.g., green

sauces",,"Flavor: sour/sweet, with notes of apples, pears, and/or quince",,,,,Possible substitute: apple cider vinegar,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VINEGAR, UMEBOSHI PLUM (or UME PLUM)","beans

beets

DIPS

grains

greens

marinades

miso

pickles

SALAD DRESSINGS

sauces, fresh and cooked

shiso leaf

soups, e.g., miso

stews

vegetables, e.g., steamed",,"Flavor: sour/salty, with fruity notes of lemon",,,Volume: moderate,"Tip: While not technically a vinegar, umeboshi brine may be substituted for vinegar and salt as an instant flavor enhancer.",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VINEGAR, WHITE WINE","berries

cauliflower

citrus, e.g., juice, zest

dill

French cuisine

lighter-colored foods

marinades

melons

mustard, Dijon

oil, e.g., olive, safflower, sunflower

peaches

pepper, e.g., black, white

SALAD DRESSINGS, e.g., vinaigrettes

salads

SAUCES, e.g., bearnaise, hollandaise

shallots

soups

stews

tarragon

vegetables, e.g., grilled",,Flavor: sour/sweet,,,Volume: quiet–moderate,"Tip: Opt for white wine vinegar for lighter-colored foods (e.g., cauliflower), as red wine vinegar may affect their color.","Possible substitutes: champagne vinegar, cider vinegar, rice wine vinegar",,,,,,,,,,
y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VITAMIX,,,,,,,"Tips: Consider making this investment—it’s truly more than a blender! Just a sampling of what you can make: batters, dips, doughs, dressings, flours (i.e., by grinding grains), juices, milks, nut butters, purees (e.g., vegetables), salad dressings, sauces and dipping sauces, smoothies, soups, sorbets, and spreads.",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAKAME (FRESH and DRIED),"agave nectar

Asian cuisines

beans

bok choy

carrots

cayenne

chiles, e.g., jalapeño, and chili pepper flakes

Chinese cuisine

CUCUMBERS

daikon

garlic

ginger

gomashio

grains

greens, e.g., collard, dandelion, mustard

Japanese cuisine

kale

legumes

lemon, e.g., juice

lentils

lime, e.g., juice

macrobiotic cuisine

miso

noodles, e.g., ramen, soba

oil, e.g., olive, sesame

onions, e.g., green, red

orange, e.g., juice

patés, e.g., nut

potatoes

radishes

rice, e.g., brown, short-grain

SALADS, e.g., cucumber, green

salt, sea

scallions

seeds, e.g., pumpkin, sesame

slaws

SOUPS, e.g., cold, miso, winter

soy sauce

spring rolls

squash, winter, e.g., butternut

stews

stir-fries

stocks, vegetable

tamari

tempeh

tofu

vegetables

vinegar, e.g., rice wine",,"Flavor: salty/sweet/umami, with notes of the sea, and a slippery, chewy texture",,"Dishes


Soba-Wakame Rolls in Togarashi Aioli and Maple Teriyaki

—Cal-a-Vie (Vista, CA)",Volume: quiet–moderate,"Tips: Rinse first, then soak in cool water (just a few minutes for fresh, and 20–30+ minutes for dried) before using. Note that dried wakame may expand tenfold or more upon being reconstituted. Cook only briefly, about 5 minutes. Add to dishes shortly before serving.",,"Flavor Affinities


wakame + cucumbers + orange

wakame + cucumbers + rice vinegar + sesame seeds + tamari

wakame + lemon juice + sesame oil + soy sauce

wakame + sea salt + sesame seeds",Nutritional profile: 72% carbs / 16% protein / 12% fats,Calories: 5 per 2-tablespoon serving (raw),Season: winter–spring,,,,Brand: Eden Foods,,
y,,,,,,,,,,y,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASABI,"Asian cuisines

avocados

cold dishes

eggs, hard-boiled

ginger

JAPANESE CUISINE

marinades

mayonnaise

noodles, e.g., soba

nori rolls

potatoes

rice, e.g., sticky

salad dressings

sauces

sesame, e.g., oil, seeds

SOY SAUCE

sugar, e.g., brown

SUSHI

tahini

tamari

tempura

tofu

vinegar, brown rice",[wah-SAH-bee],"Flavor: very hot/slightly sweet, with pungent notes of horseradish and/or nuts",,,Volume: very loud,"Tips: Add toward the end of cooking, or serve with chilled foods.",,,Nutritional profile: 83% carbs / 12% protein / 5% fat,,,,,,,,
